DB,DB ID,Disease,MIM Number,Gene Symbol,Gene ID,GO-BP ID Count,GO-BP ID
OMIM,608930,"Myasthenic syndrome, congenital, 1B, fast-channel",100690,CHRNA1,1134,13,GO:0006812 | GO:0007274 | GO:0048630 | GO:0050905 | GO:0034220 | GO:0003009 | GO:0007165 | GO:0046716 | GO:0007528 | GO:0050881 | GO:0060079 | GO:0019228 | GO:0070050
OMIM,617143,"Myasthenic syndrome, congenital, 20, presynaptic",608761,SLC5A7,60482,8,GO:0007274 | GO:0001701 | GO:0006814 | GO:0008292 | GO:0007269 | GO:0055085 | GO:0007271 | GO:0015871
OMIM,617239,"Myasthenic syndrome, congenital, 21, presynaptic",600336,SLC18A3,6572,6,GO:0015695 | GO:0061024 | GO:1901374 | GO:0007269 | GO:0055085 | GO:0007268
OMIM,616224,"Myasthenic syndrome, congenital, 22",609557,PREPL,9581,4,GO:0042147 | GO:2000300 | GO:0006508 | GO:0043001
OMIM,618197,"Myasthenic syndrome, congenital, 23, presynaptic",190315,SLC25A1,6576,4,GO:0046949 | GO:0006843 | GO:0015867 | GO:0006094
OMIM,618198,"Myasthenic syndrome, congenital, 24, presynaptic",604875,MYO9A,4649,7,GO:0043547 | GO:0045198 | GO:0034329 | GO:0035556 | GO:0150011 | GO:0051056 | GO:0007601
OMIM,618323,"Myasthenic syndrome, congenital, 25",185880,VAMP1,6843,4,GO:0031630 | GO:0035493 | GO:0006906 | GO:0016082
OMIM,616313,"Myasthenic syndrome, congenital, 2A, slow-channel",100710,CHRNB1,1140,11,GO:0006812 | GO:0007274 | GO:0048747 | GO:0001941 | GO:0035095 | GO:0034220 | GO:0060079 | GO:0007165 | GO:0050877 | GO:0007271 | GO:0003009
OMIM,616322,"Myasthenic syndrome, congenital, 3B, fast-channel",100720,CHRND,1144,9,GO:0006812 | GO:0048630 | GO:0050905 | GO:0034220 | GO:0007165 | GO:0050881 | GO:0060079 | GO:0007268 | GO:0003009
OMIM,605809,"Myasthenic syndrome, congenital, 4A, slow-channel",100725,CHRNE,1145,6,GO:0006936 | GO:0060079 | GO:0098655 | GO:0007165 | GO:0050877 | GO:0007268
OMIM,616324,"Myasthenic syndrome, congenital, 4B, fast-channel",100725,CHRNE,1145,6,GO:0006936 | GO:0060079 | GO:0098655 | GO:0007165 | GO:0050877 | GO:0007268
OMIM,608931,"Myasthenic syndrome, congenital, 4C, associated with acetylcholine receptor deficiency",100725,CHRNE,1145,6,GO:0006936 | GO:0060079 | GO:0098655 | GO:0007165 | GO:0050877 | GO:0007268
OMIM,603034,"Myasthenic syndrome, congenital, 5",603033,COLQ,8292,5,GO:0071340 | GO:0030198 | GO:0001507 | GO:0090150 | GO:0008582
OMIM,254210,"Myasthenic syndrome, congenital, 6, presynaptic",118490,CHAT,1103,4,GO:0006656 | GO:0007274 | GO:0008292 | GO:0007269
OMIM,616040,"Myasthenic syndrome, congenital, 7, presynaptic",600104,SYT2,127833,7,GO:0017158 | GO:0061024 | GO:0014059 | GO:0048488 | GO:1903861 | GO:0048791 | GO:0071277
OMIM,615120,"Myasthenic syndrome, congenital, 8, with pre- and postsynaptic defects",103320,AGRN,375790,15,GO:0045162 | GO:0030198 | GO:0007010 | GO:0006027 | GO:0043547 | GO:0045944 | GO:0006024 | GO:0051491 | GO:0043113 | GO:0007528 | GO:0001523 | GO:0009888 | GO:0045887 | GO:0007213 | GO:0009887
OMIM,616325,"Myasthenic syndrome, congenital, 9, associated with acetylcholine receptor deficiency",601296,MUSK,4593,12,GO:0007613 | GO:0071340 | GO:0033674 | GO:2000541 | GO:0007169 | GO:0001934 | GO:0007275 | GO:0007528 | GO:0010628 | GO:0018108 | GO:0008582 | GO:0046777
OMIM,614286,"Myelodysplastic syndrome, somatic | {Myelodysplastic syndrome, susceptibility to}",605590 | 137295 | 612839 | 612990,ASXL1 | TET2 | SF3B1 | GATA2,171023 | 23451 | 2624 | 54790,67,GO:0060100 | GO:0035854 | GO:0001892 | GO:0042472 | GO:0090050 | GO:0072015 | GO:0000122 | GO:0080111 | GO:0043306 | GO:1902036 | GO:0006351 | GO:0045654 | GO:0048873 | GO:0032526 | GO:0006493 | GO:2000977 | GO:0080182 | GO:0010725 | GO:0048538 | GO:0000398 | GO:0000245 | GO:0035359 | GO:0045599 | GO:0030099 | GO:0060216 | GO:0021514 | GO:0001655 | GO:0006211 | GO:0006909 | GO:0097154 | GO:0007049 | GO:0010888 | GO:0000902 | GO:0003007 | GO:0060872 | GO:1902895 | GO:2000352 | GO:1903589 | GO:0021983 | GO:0014070 | GO:0035522 | GO:0045746 | GO:0090102 | GO:0035019 | GO:0021954 | GO:0001764 | GO:0045650 | GO:0010629 | GO:0045815 | GO:0007596 | GO:0035065 | GO:0070345 | GO:0021533 | GO:0035564 | GO:0048386 | GO:0048539 | GO:2000178 | GO:0048469 | GO:0060430 | GO:0007204 | GO:0070989 | GO:0045648 | GO:0000375 | GO:0001709 | GO:0061042 | GO:0045666 | GO:0021902
OMIM,254450,"Myelofibrosis with myeloid metaplasia, somatic | Myelofibrosis, somatic",147796 | 159530 | 605093 | 109091,CALR | JAK2 | MPL | SH2B3,4352 | 811 | 10019 | 3717,121,GO:0007260 | GO:0035722 | GO:0000122 | GO:0042921 | GO:0008631 | GO:0008285 | GO:0043524 | GO:0090331 | GO:0006611 | GO:0050729 | GO:1900026 | GO:0030218 | GO:0097296 | GO:0070527 | GO:1990959 | GO:0032355 | GO:0001774 | GO:1990960 | GO:0099527 | GO:0033574 | GO:0030041 | GO:0070757 | GO:0043392 | GO:0071456 | GO:0097191 | GO:0070100 | GO:0032496 | GO:0038155 | GO:0045429 | GO:0010595 | GO:0046677 | GO:1902728 | GO:0002502 | GO:0042493 | GO:0017148 | GO:0070102 | GO:0000165 | GO:0007283 | GO:0060334 | GO:0070671 | GO:0014068 | GO:0032516 | GO:0050725 | GO:0060333 | GO:0046777 | GO:0042531 | GO:0036016 | GO:0050821 | GO:0034975 | GO:0071157 | GO:0035409 | GO:1901224 | GO:0007204 | GO:0042535 | GO:1905221 | GO:1990668 | GO:0043388 | GO:0035702 | GO:0120162 | GO:0042532 | GO:1900235 | GO:0051091 | GO:0060397 | GO:0006355 | GO:1904037 | GO:0035855 | GO:0090398 | GO:0042976 | GO:0050804 | GO:1901164 | GO:0007259 | GO:0010667 | GO:0030866 | GO:0045822 | GO:0045665 | GO:0031103 | GO:0061180 | GO:0007186 | GO:0034504 | GO:0048008 | GO:0045348 | GO:0071285 | GO:0006898 | GO:0006915 | GO:0060391 | GO:0050671 | GO:1904707 | GO:0036500 | GO:0045892 | GO:0048821 | GO:0010870 | GO:0007498 | GO:0002250 | GO:0002479 | GO:0042307 | GO:0033209 | GO:0060399 | GO:2000510 | GO:0001780 | GO:0055007 | GO:1990869 | GO:0043407 | GO:0031959 | GO:0006919 | GO:0034612 | GO:0000186 | GO:0070106 | GO:0051208 | GO:0032024 | GO:0033194 | GO:0035162 | GO:0033144 | GO:0007596 | GO:0038163 | GO:0050766 | GO:0051898 | GO:0022417 | GO:0051770 | GO:0040020 | GO:0046579 | GO:0048387
OMIM,254600,Myeloperoxidase deficiency,606989,MPO,4353,18,GO:0043066 | GO:0043312 | GO:0042742 | GO:0042744 | GO:0034374 | GO:0032094 | GO:0045454 | GO:0050832 | GO:0019430 | GO:0032496 | GO:0006979 | GO:0002149 | GO:0009612 | GO:0055114 | GO:0007568 | GO:0002679 | GO:0001878 | GO:1990268
OMIM,139210,Myhre syndrome,600993,SMAD4,4089,67,GO:0003198 | GO:0072520 | GO:0051797 | GO:0045892 | GO:0060412 | GO:0070373 | GO:0061040 | GO:0051098 | GO:0051571 | GO:0042118 | GO:0000122 | GO:0003148 | GO:0048382 | GO:2000617 | GO:0048859 | GO:0010614 | GO:0030509 | GO:0070102 | GO:0042733 | GO:0032525 | GO:0007283 | GO:0008285 | GO:0048589 | GO:0071773 | GO:0007338 | GO:0060395 | GO:1905305 | GO:0001666 | GO:0060548 | GO:0060065 | GO:0072134 | GO:0003251 | GO:0001702 | GO:0030308 | GO:0032909 | GO:0072133 | GO:0003360 | GO:0046881 | GO:0003190 | GO:0016579 | GO:0071559 | GO:0030513 | GO:0006879 | GO:0030511 | GO:0001541 | GO:0010862 | GO:0007179 | GO:0035019 | GO:1901522 | GO:0060956 | GO:0014033 | GO:0036302 | GO:0001701 | GO:0048733 | GO:0007183 | GO:0045893 | GO:0062009 | GO:0007411 | GO:0033686 | GO:0008283 | GO:0035556 | GO:0061614 | GO:0060391 | GO:0010718 | GO:0003220 | GO:0048663 | GO:0001658
OMIM,605021,"Myoclonic epilepsy, infantile, familial",613577,TBC1D24,57465,3,GO:0043547 | GO:0036475 | GO:0031175
OMIM,616421,Myoclonic-atonic epilepsy,137165,SLC6A1,6529,19,GO:0007613 | GO:0008306 | GO:0098810 | GO:0032355 | GO:0098719 | GO:1902476 | GO:0051592 | GO:0050808 | GO:0042220 | GO:0150104 | GO:0007268 | GO:0009636 | GO:0032229 | GO:0010288 | GO:0009744 | GO:0098658 | GO:0014074 | GO:0051939 | GO:0014054
OMIM,617235,"Myoclonus, intractable, neonatal",602821,KIF5A,3798,8,GO:0099641 | GO:0048489 | GO:0098971 | GO:1990049 | GO:0006890 | GO:0019886 | GO:0007411 | GO:0007268
OMIM,228550,"Myofibromatosis, infantile, 1",173410,PDGFRB,5159,63,GO:0043066 | GO:0097178 | GO:0072262 | GO:0072075 | GO:0051897 | GO:0046488 | GO:0072278 | GO:0032956 | GO:0060981 | GO:0072277 | GO:0048839 | GO:0036120 | GO:0060437 | GO:0010863 | GO:2000491 | GO:0014911 | GO:0032526 | GO:0106096 | GO:0045840 | GO:0072284 | GO:0048015 | GO:0000165 | GO:0043406 | GO:2000573 | GO:0034405 | GO:0035793 | GO:0048661 | GO:0014068 | GO:0032516 | GO:0038091 | GO:0043552 | GO:0050921 | GO:0090280 | GO:0007568 | GO:0018108 | GO:0048568 | GO:0001894 | GO:0032355 | GO:0046777 | GO:0008584 | GO:0035789 | GO:2000379 | GO:0070374 | GO:0055003 | GO:0007186 | GO:0032967 | GO:0043065 | GO:0048146 | GO:0048745 | GO:0042060 | GO:0001701 | GO:0055093 | GO:0035909 | GO:0048705 | GO:0070301 | GO:0071670 | GO:0061298 | GO:0006024 | GO:0050730 | GO:0030325 | GO:0043627 | GO:0035025 | GO:0035441
OMIM,268200,"Myoglobinuria, acute recurrent, autosomal recessive",605518,LPIN1,23175,11,GO:0006642 | GO:0032869 | GO:0045944 | GO:0009062 | GO:0007077 | GO:0019432 | GO:0031100 | GO:0016311 | GO:0006656 | GO:0120162 | GO:0006646
OMIM,121200,"Myokymia | Seizures, benign neonatal, 1",602235,KCNQ2,3785,4,GO:0007399 | GO:0007268 | GO:0034765 | GO:0071805
OMIM,615511,Myopathy due to myoadenylate deaminase deficiency,102770,AMPD1,270,3,GO:0032264 | GO:0046033 | GO:0010033
OMIM,615673,Myopathy with extrapyramidal signs,605084,MICU1,10367,5,GO:0006952 | GO:0051561 | GO:0036444 | GO:0051260 | GO:1900069
OMIM,255125,"Myopathy with lactic acidosis, hereditary",611911,ISCU,23479,6,GO:0016226 | GO:1904439 | GO:0006879 | GO:1904234 | GO:1902958 | GO:0044281
OMIM,310440,"Myopathy, X-linked, with excessive autophagy",300913,VMA21,203547,2,GO:0070072 | GO:0043462
OMIM,161800,"Myopathy, actin, congenital, with excess of thin myofilaments | Myopathy, actin, congenital, with cores | Nemaline myopathy 3, autosomal dominant or recessive",102610,ACTA1,58,12,GO:0030240 | GO:0090131 | GO:0048741 | GO:0043503 | GO:0006936 | GO:0009991 | GO:0048545 | GO:0009612 | GO:0010628 | GO:0071417 | GO:0030049 | GO:0010226
OMIM,614399,"Myopathy, areflexia, respiratory distress, and dysphagia, early-onset, mild variant | Myopathy, areflexia, respiratory distress, and dysphagia, early-onset",612453,MEGF10,84466,15,GO:0014841 | GO:0043654 | GO:0043652 | GO:0055001 | GO:0034109 | GO:0022409 | GO:0014816 | GO:0051451 | GO:2000288 | GO:0048627 | GO:1902742 | GO:0051147 | GO:0048641 | GO:0043277 | GO:0014719
OMIM,618654,"Myopathy, congenital with structured cores and Z-line abnormalities",102573,ACTN2,88,20,GO:0045214 | GO:2000009 | GO:0086097 | GO:1901017 | GO:0042391 | GO:0002576 | GO:0072659 | GO:0048041 | GO:1903508 | GO:1901018 | GO:0007155 | GO:0030049 | GO:0055013 | GO:2000310 | GO:2001259 | GO:0051695 | GO:2001137 | GO:0042981 | GO:0000165 | GO:0030035
OMIM,255995,"Myopathy, congenital, Baily-Bloch",615521,STAC3,246329,6,GO:0007274 | GO:0048741 | GO:0035556 | GO:1903078 | GO:1901387 | GO:0003009
OMIM,618578,"Myopathy, congenital, progressive, with scoliosis",167410,PAX7,5081,15,GO:0043066 | GO:0014813 | GO:0006338 | GO:0043403 | GO:0045944 | GO:0021904 | GO:0051101 | GO:2000288 | GO:0051216 | GO:0010453 | GO:0021527 | GO:0048663 | GO:0031062 | GO:0060415 | GO:0048706
OMIM,618414,"Myopathy, congenital, with fast-twitch (type II) fiber atrophy",160780,MYL1,4632,2,GO:0030049 | GO:0060048
OMIM,255310,"Myopathy, congenital, with fiber-type disproportion | Myopathy, congenital, with fiber-type disproportion 1",606210 | 191030 | 102610,TPM3 | ACTA1 | SELENON,58 | 7170 | 57190,16,GO:1902884 | GO:0030240 | GO:0090131 | GO:0048741 | GO:0043503 | GO:0006936 | GO:0009991 | GO:0048545 | GO:0060314 | GO:0009612 | GO:0055114 | GO:0010628 | GO:0071417 | GO:0030049 | GO:0010226 | GO:0055074
OMIM,618524,"Myopathy, congenital, with tremor",160794,MYBPC1,4604,2,GO:0007155 | GO:0030049
OMIM,614065,"Myopathy, distal, 4",102565,FLNC,2318,2,GO:0034329 | GO:0048747
OMIM,617030,"Myopathy, distal, 5",612498,ADSS1,122622,9,GO:0046040 | GO:0002376 | GO:0006541 | GO:0044208 | GO:0071257 | GO:0014850 | GO:0042594 | GO:0035690 | GO:0006531
OMIM,618655,"Myopathy, distal, 6, adult onset",102573,ACTN2,88,20,GO:0045214 | GO:2000009 | GO:0086097 | GO:1901017 | GO:0042391 | GO:0002576 | GO:0072659 | GO:0048041 | GO:1903508 | GO:1901018 | GO:0007155 | GO:0030049 | GO:0055013 | GO:2000310 | GO:2001259 | GO:0051695 | GO:2001137 | GO:0042981 | GO:0000165 | GO:0030035
OMIM,614321,"Myopathy, distal, Tateyama type",601253,CAV3,859,50,GO:0033292 | GO:0006936 | GO:0042593 | GO:0061052 | GO:0086005 | GO:0055117 | GO:0017015 | GO:0051001 | GO:0035995 | GO:0006641 | GO:1900744 | GO:2001288 | GO:1901017 | GO:2000009 | GO:0072659 | GO:0038009 | GO:0051647 | GO:0046716 | GO:0002027 | GO:0060762 | GO:0051926 | GO:0007015 | GO:0043407 | GO:0071417 | GO:0098909 | GO:0090279 | GO:0007517 | GO:0070836 | GO:0007520 | GO:0001778 | GO:2000649 | GO:0030154 | GO:0051394 | GO:0060299 | GO:0031122 | GO:0060307 | GO:0045792 | GO:0060373 | GO:0042632 | GO:0007204 | GO:0008284 | GO:1901019 | GO:2000060 | GO:0010831 | GO:0031116 | GO:0060347 | GO:1900826 | GO:0055013 | GO:0014819 | GO:0051896
OMIM,606768,"Myopathy, distal, with anterior tibial onset",603009,DYSF,8291,23,GO:0033292 | GO:0019915 | GO:0006936 | GO:0002281 | GO:1902915 | GO:0006071 | GO:0048747 | GO:1901842 | GO:0001938 | GO:0090023 | GO:0090279 | GO:0043403 | GO:0050765 | GO:0001525 | GO:0050663 | GO:0001778 | GO:0045444 | GO:0042177 | GO:0071470 | GO:0010629 | GO:0002280 | GO:0006906 | GO:0045785
OMIM,617158,"Myopathy, distal, with rimmed vacuoles",601530,SQSTM1,8878,26,GO:0043066 | GO:0098780 | GO:0043122 | GO:0000122 | GO:0001934 | GO:0061635 | GO:0006511 | GO:0045944 | GO:0006468 | GO:0070498 | GO:0002376 | GO:1905719 | GO:0002931 | GO:0030154 | GO:1903078 | GO:0046578 | GO:0000423 | GO:0031397 | GO:0043065 | GO:0016197 | GO:1900273 | GO:0035973 | GO:0007032 | GO:0035556 | GO:0006915 | GO:0010821
OMIM,600462,"Myopathy, lactic acidosis, and sideroblastic anemia 1",608109,PUS1,80324,2,GO:0070902 | GO:1990481
OMIM,613561,"Myopathy, lactic acidosis, and sideroblastic anemia 2",610957,YARS2,51067,2,GO:0070184 | GO:0006412
OMIM,613076,"Myopathy, mitochondrial progressive, with congenital cataract, hearing loss, and developmental delay",600924,GFER,2671,3,GO:0007165 | GO:0055114 | GO:0001889
OMIM,617675,"Myopathy, mitochondrial, and ataxia",617619,MSTO1,55154,4,GO:0000002 | GO:0090307 | GO:0000070 | GO:0048311
OMIM,601419,"Myopathy, myofibrillar, 1",125660,DES,1674,4,GO:0045109 | GO:0008016 | GO:0030049 | GO:0006936
OMIM,608810,"Myopathy, myofibrillar, 2",123590,CRYAB,1410,22,GO:0071480 | GO:1905907 | GO:0051403 | GO:0042542 | GO:0045892 | GO:0006936 | GO:0010259 | GO:0007021 | GO:2000378 | GO:0031109 | GO:0031333 | GO:0001666 | GO:0030308 | GO:0002088 | GO:0032355 | GO:0050821 | GO:0007517 | GO:0006457 | GO:0032387 | GO:1900034 | GO:0060561 | GO:0043154
OMIM,609200,"Myopathy, myofibrillar, 3",604103,MYOT,9499,4,GO:0007411 | GO:0006936 | GO:0007156 | GO:0050808
OMIM,609452,"Myopathy, myofibrillar, 4",605906,LDB3,11155,3,GO:0045214 | GO:0061061 | GO:0007507
OMIM,609524,"Myopathy, myofibrillar, 5",102565,FLNC,2318,2,GO:0034329 | GO:0048747
OMIM,612954,"Myopathy, myofibrillar, 6",603883,BAG3,9531,23,GO:0010664 | GO:0034605 | GO:0070842 | GO:0097192 | GO:0042307 | GO:0000045 | GO:0046716 | GO:1903215 | GO:0050821 | GO:0071260 | GO:0006457 | GO:0046827 | GO:1905337 | GO:0097201 | GO:0034620 | GO:0072321 | GO:1900034 | GO:0021510 | GO:0007420 | GO:0008625 | GO:0098840 | GO:0050790 | GO:0061684
OMIM,617258,"Myopathy, myofibrillar, 8",617220,PYROXD1,79912,2,GO:0034599 | GO:0055114
OMIM,603689,"Myopathy, myofibrillar, 9, with early respiratory failure",188840,TTN,7273,19,GO:0045214 | GO:0007076 | GO:0030240 | GO:0035995 | GO:0051592 | GO:0060048 | GO:0002576 | GO:0048739 | GO:0055008 | GO:0055003 | GO:0048769 | GO:0030241 | GO:0030049 | GO:0045859 | GO:0010628 | GO:0018108 | GO:0010737 | GO:0050714 | GO:0003300
OMIM,613869,"Myopathy, myofibrillar, fatal infantile hypertonic, alpha-B crystallin-related",123590,CRYAB,1410,22,GO:0071480 | GO:1905907 | GO:0051403 | GO:0042542 | GO:0045892 | GO:0006936 | GO:0010259 | GO:0007021 | GO:2000378 | GO:0031109 | GO:0031333 | GO:0001666 | GO:0030308 | GO:0002088 | GO:0032355 | GO:0050821 | GO:0007517 | GO:0006457 | GO:0032387 | GO:1900034 | GO:0060561 | GO:0043154
OMIM,608358,"Myopathy, myosin storage, autosomal dominant",160760,MYH7,4625,12,GO:0002026 | GO:0014883 | GO:0014728 | GO:0014898 | GO:0046034 | GO:0002027 | GO:0007512 | GO:0031449 | GO:0055010 | GO:0030049 | GO:0060048 | GO:0003009
OMIM,255160,"Myopathy, myosin storage, autosomal recessive",160760,MYH7,4625,12,GO:0002026 | GO:0014883 | GO:0014728 | GO:0014898 | GO:0046034 | GO:0002027 | GO:0007512 | GO:0031449 | GO:0055010 | GO:0030049 | GO:0060048 | GO:0003009
OMIM,182920,"Myopathy, spheroid body",604103,MYOT,9499,4,GO:0007411 | GO:0006936 | GO:0007156 | GO:0050808
OMIM,160565,"Myopathy, tubular aggregate, 1",605921,STIM1,6786,9,GO:0045762 | GO:0005513 | GO:1903779 | GO:0070166 | GO:0032237 | GO:2001256 | GO:0045766 | GO:0006874 | GO:0002115
OMIM,615883,"Myopathy, tubular aggregate, 2",610277,ORAI1,84876,7,GO:0045762 | GO:0002250 | GO:0051928 | GO:0061180 | GO:0070588 | GO:0070509 | GO:0002115
OMIM,616231,"Myopathy, vacuolar, with CASQ1 aggregates",114250,CASQ1,844,13,GO:0045214 | GO:0007029 | GO:0014894 | GO:0009408 | GO:1901341 | GO:1903779 | GO:0034220 | GO:0010033 | GO:2001256 | GO:0051281 | GO:0007519 | GO:0014809 | GO:0051258
OMIM,615420,"Myopia 22, autosomal dominant",615421,PRIMPOL,201973,7,GO:0042276 | GO:0043504 | GO:0006264 | GO:0006269 | GO:0031297 | GO:0009411 | GO:0062176
OMIM,615431,"Myopia 23, autosomal recessive",104225,LRPAP1,4043,10,GO:1900222 | GO:0002091 | GO:1900116 | GO:0060548 | GO:0150093 | GO:0007165 | GO:1900223 | GO:2000272 | GO:0010916 | GO:0032091
OMIM,615946,"Myopia 24, autosomal dominant",608730,SLC39A5,283375,8,GO:0071578 | GO:0048026 | GO:0061351 | GO:0001654 | GO:0006882 | GO:0070315 | GO:0034224 | GO:0030509
OMIM,617238,"Myopia 25, autosomal dominant",600608,P4HA2,8974,2,GO:0022900 | GO:0018401
OMIM,301010,"Myopia 26, X-linked, female-limited",301770,ARR3,407,4,GO:0002031 | GO:0007165 | GO:0007601 | GO:0001932
OMIM,618827,Myopia 27,606027,CPSF1,29894,6,GO:0006406 | GO:0000398 | GO:0098789 | GO:0006369 | GO:0006388 | GO:0006378
OMIM,608908,Myopia 6,604272,SCO2,9997,9,GO:0006878 | GO:0033617 | GO:0001701 | GO:0001654 | GO:0014823 | GO:0022904 | GO:0003012 | GO:0045454 | GO:0006825
OMIM,614292,"Myopia, high, with cataract and vitreoretinal degeneration",610341,P3H2,55214,4,GO:0008285 | GO:0019511 | GO:0055114 | GO:0032963
OMIM,608390,"Myotonia congenita, atypical, acetazolamide-responsive",603967,SCN4A,6329,6,GO:0100001 | GO:0006936 | GO:0035725 | GO:0034765 | GO:0086010 | GO:0019228
OMIM,160800,"Myotonia congenita, dominant",118425,CLCN1,1180,4,GO:0034765 | GO:1902476 | GO:0019227 | GO:0006936
OMIM,255700,"Myotonia congenita, recessive",118425,CLCN1,1180,4,GO:0034765 | GO:1902476 | GO:0019227 | GO:0006936
OMIM,160900,Myotonic dystrophy 1,605377,DMPK,1760,11,GO:0006998 | GO:0014722 | GO:1903779 | GO:0010657 | GO:0010830 | GO:0018105 | GO:0043666 | GO:0014853 | GO:0002028 | GO:0006874 | GO:0051823
OMIM,602668,Myotonic dystrophy 2,116955,CNBP,7555,7,GO:2000767 | GO:0045893 | GO:0045944 | GO:0008284 | GO:0000122 | GO:0006695 | GO:0006355
OMIM,310400,"Myotubular myopathy, X-linked",300415,MTM1,4534,14,GO:0046856 | GO:0032435 | GO:0070584 | GO:0051898 | GO:0008333 | GO:0048633 | GO:0046716 | GO:0035335 | GO:0045109 | GO:0015031 | GO:0006661 | GO:0048311 | GO:0032007 | GO:1902902
OMIM,255960,"Myxoma, intracardiac",188830,PRKAR1A,5573,15,GO:0060038 | GO:0045214 | GO:0045835 | GO:2000480 | GO:0043949 | GO:0006357 | GO:0034199 | GO:0046007 | GO:0071377 | GO:0035556 | GO:0007143 | GO:0001707 | GO:0010738 | GO:0003091 | GO:0007596
OMIM,237310,N-acetylglutamate synthase deficiency,608300,NAGS,162417,4,GO:0000050 | GO:0006526 | GO:0006536 | GO:0016310
OMIM,614255,NESCAV syndrome,601255,KIF1A,547,6,GO:1990049 | GO:1990048 | GO:0022027 | GO:0061001 | GO:0098840 | GO:0016192
OMIM,111400,"NOR polyagglutination syndrome | [Blood group, P1Pk system, p phenotype] | [Blood group, P1Pk system, P(2) phenotype] | [Blood group, P1PK system, P(k) phenotype]",607922 | 603094,A4GALT | B3GALNT1,8706 | 53947,4,GO:0030311 | GO:0007009 | GO:0006486 | GO:0001576
OMIM,618828,"Nabais Sa-de Vries syndrome, type 1",602650,SPOP,8405,3,GO:0043161 | GO:0000209 | GO:0030162
OMIM,618829,"Nabais Sa-de Vries syndrome, type 2",602650,SPOP,8405,3,GO:0043161 | GO:0000209 | GO:0030162
OMIM,161000,Naegeli-Franceschetti-Jadassohn syndrome,148066,KRT14,3861,9,GO:0010043 | GO:0031581 | GO:0045110 | GO:0010212 | GO:0008544 | GO:0042633 | GO:0031424 | GO:0070268 | GO:0007568
OMIM,161050,"Nail disorder, nonsyndromic congenital, 1",603409,FZD6,8323,14,GO:0090090 | GO:0060071 | GO:0042472 | GO:0043433 | GO:0060070 | GO:1904693 | GO:0030168 | GO:0033278 | GO:0001843 | GO:0007186 | GO:0048105 | GO:0035880 | GO:0001942 | GO:0007223
OMIM,151600,"Nail disorder, nonsyndromic congenital, 3, (leukonychia)",602142,PLCD1,5333,7,GO:0042127 | GO:0016042 | GO:0043647 | GO:0006644 | GO:0001525 | GO:0060716 | GO:0048015
OMIM,161200,Nail-patella syndrome,602575,LMX1B,4010,5,GO:0001701 | GO:0045944 | GO:0006355 | GO:0071542 | GO:0009953
OMIM,302350,Nance-Horan syndrome,300457,NHS,4810,2,GO:0030154 | GO:0002088
OMIM,609549,Nanophthalmos 2,606227,MFRP,83552,4,GO:0042462 | GO:0009792 | GO:0007601 | GO:0060041
OMIM,615972,Nanophthalmos 4,615949,TMEM98,26022,5,GO:0010955 | GO:0045063 | GO:1900181 | GO:0048715 | GO:0031642
OMIM,607107,"Nasopharyngeal carcinoma, somatic",191170,TP53,7157,103,GO:0042771 | GO:1900740 | GO:1905856 | GO:0000122 | GO:0048147 | GO:0000733 | GO:2000378 | GO:0070059 | GO:0033077 | GO:0009299 | GO:0031497 | GO:0006606 | GO:0035690 | GO:0007406 | GO:0002326 | GO:0045861 | GO:1902895 | GO:0001836 | GO:1990440 | GO:0071456 | GO:0006978 | GO:0090200 | GO:0045893 | GO:0006914 | GO:0060411 | GO:0034103 | GO:0090399 | GO:0043066 | GO:0001756 | GO:0007265 | GO:0051974 | GO:0002360 | GO:0016032 | GO:0007369 | GO:2001244 | GO:1902749 | GO:0030308 | GO:0051262 | GO:2000772 | GO:0051123 | GO:0048568 | GO:0060333 | GO:0002309 | GO:0016579 | GO:0035794 | GO:0050821 | GO:0070266 | GO:0090403 | GO:0051402 | GO:1990144 | GO:0061419 | GO:0042149 | GO:0045899 | GO:0043153 | GO:0051097 | GO:0006302 | GO:0006983 | GO:0048512 | GO:0006289 | GO:0031571 | GO:0071480 | GO:0006355 | GO:1904024 | GO:0009303 | GO:0090343 | GO:0030330 | GO:0010666 | GO:0021549 | GO:2000379 | GO:0071850 | GO:0046827 | GO:1902108 | GO:0007179 | GO:1903800 | GO:0006977 | GO:0009651 | GO:0062100 | GO:0008340 | GO:0071494 | GO:0031065 | GO:0035264 | GO:0072717 | GO:1903799 | GO:2000269 | GO:0045892 | GO:0030512 | GO:0070245 | GO:0010165 | GO:0033209 | GO:0043525 | GO:0050731 | GO:0097252 | GO:1900119 | GO:0008156 | GO:0002931 | GO:0060218 | GO:0043504 | GO:0001701 | GO:0048539 | GO:1990248 | GO:0043516 | GO:1901525 | GO:1902253
OMIM,601214,Naxos disease,173325,JUP,3728,21,GO:0051091 | GO:0001954 | GO:0042307 | GO:0045944 | GO:0072659 | GO:0086091 | GO:0016477 | GO:0002159 | GO:0050982 | GO:0045766 | GO:0042127 | GO:0098911 | GO:0043537 | GO:0071603 | GO:0034332 | GO:0031424 | GO:0043312 | GO:0071681 | GO:0070268 | GO:0090263 | GO:0086073
OMIM,616165,Nemaline myopathy 10,616112,LMOD3,56203,7,GO:0048743 | GO:0030240 | GO:0048741 | GO:0030239 | GO:0051694 | GO:0006941 | GO:0045010
